,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
1040,1077,1987.343480304,Target,1.1.1.1,TCP,54,51124  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.158000001552864e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1100,60,249,60,False,True,False,True,False,False,False,True,False,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977,0.00018498000008548843,0.05583361200001491,6.529000006594288e-05,2.7520000003278255e-05,0.00010452900005475385
1041,1078,1987.343833794,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00035348999995221675,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1100,60,249,True,False,True,False,True,False,False,False,True,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977,0.00018498000008548843,0.05583361200001491,6.529000006594288e-05,2.7520000003278255e-05
1042,1079,1987.343977669,1.1.1.1,Target,TCP,60,443  >  51124 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00014387500004886533,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1100,60,True,True,False,True,False,True,False,False,False,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977,0.00018498000008548843,0.05583361200001491,6.529000006594288e-05
1043,1080,1987.381467643,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.037489973999981885,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1100,False,True,True,False,True,False,True,False,False,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977,0.00018498000008548843,0.05583361200001491
1044,1081,1987.3814910629999,Target,1.1.1.1,TCP,54,51124  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3419999934048974e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977,0.00018498000008548843
1045,1082,1987.3816641429999,1.1.1.1,Target,TLSv1.3,1331,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00017307999996774015,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148,0.00032811899995977
1046,1083,1987.381670863,Target,1.1.1.1,TCP,54,51124  >  443 [ACK] Seq=518 Ack=2738 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2738,34080,0,6.720000101267942e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1331,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007,0.00010828999984369148
1047,1084,1987.3821664270001,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0004955640001753636,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1331,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971,22.02974314900007
1048,1085,1987.3822868670002,1.1.1.1,Target,TCP,60,443  >  51124 [ACK] Seq=2738 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,598,65535,0,0.00012044000004607369,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1331,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05,0.03538060599998971
1049,1086,1987.382313687,Target,1.1.1.1,TLSv1.3,250,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,2.681999990272743e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1331,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675,4.158000001552864e-05
1050,1087,1987.3823668670002,1.1.1.1,Target,TCP,60,443  >  51124 [ACK] Seq=2738 Ack=794 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,794,65535,0,5.318000012266566e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,250,60,134,54,1331,54,1514,60,571,True,False,True,True,False,True,False,False,True,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533,0.00035348999995221675
1051,1088,1987.4468906329998,1.1.1.1,Target,TLSv1.3,1102,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.06452376599963827,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,250,60,134,54,1331,54,1514,60,False,True,False,True,True,False,True,False,False,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885,0.00014387500004886533
1052,1089,1987.4470750379999,1.1.1.1,Target,TCP,60,"443  >  51124 [FIN, ACK] Seq=3786 Ack=794 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3786,794,65535,0,0.00018440500002725457,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1102,60,250,60,134,54,1331,54,1514,False,False,True,False,True,True,False,True,False,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05,0.037489973999981885
1053,1090,1987.447433042,Target,1.1.1.1,TCP,54,"51124  >  443 [FIN, ACK] Seq=794 Ack=3787 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",794,3787,36920,0,0.00035800400019070366,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1102,60,250,60,134,54,1331,54,False,False,False,True,False,True,True,False,True,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015,2.3419999934048974e-05
1054,1091,1987.447522822,1.1.1.1,Target,TCP,60,443  >  51124 [ACK] Seq=3787 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3787,795,65535,0,8.978000005299691e-05,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1102,60,250,60,134,54,1331,True,False,False,False,True,False,True,True,False,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06,0.00017307999996774015
1055,1092,2022.4845709239999,Target,1.1.1.1,TCP,74,51126  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1407130185 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,35.037048101999744,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1102,60,250,60,134,54,False,True,False,False,False,True,False,True,True,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636,6.720000101267942e-06
1056,1093,2022.5153929479998,1.1.1.1,Target,TCP,60,"443  >  51126 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.030822023999917292,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1102,60,250,60,134,True,False,True,False,False,False,True,False,True,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369,0.0004955640001753636
1057,1094,2022.515437028,Target,1.1.1.1,TCP,54,51126  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.4080000179747e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1102,60,250,60,False,True,False,True,False,False,False,True,False,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05,0.00012044000004607369
1058,1095,2022.515734022,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00029699400010940735,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1102,60,250,True,False,True,False,True,False,False,False,True,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05,2.681999990272743e-05
1059,1096,2022.5158661320002,1.1.1.1,Target,TCP,60,443  >  51126 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0001321100000950537,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1102,60,True,True,False,True,False,True,False,False,False,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827,5.318000012266566e-05
1060,1097,2022.549700799,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.03383466699983728,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1102,False,True,True,False,True,False,True,False,False,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457,0.06452376599963827
1061,1098,2022.549723079,Target,1.1.1.1,TCP,54,51126  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.2279999939200934e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366,0.00018440500002725457
1062,1099,2022.549976019,1.1.1.1,Target,TLSv1.3,1329,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.0002529400001094473,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05,0.00035800400019070366
1063,1100,2022.550001759,Target,1.1.1.1,TCP,54,51126  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2736,34080,0,2.5739999955476378e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1329,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744,8.978000005299691e-05
1064,1101,2022.550706908,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0007051489999412297,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1329,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292,35.037048101999744
1065,1102,2022.5508070679998,Target,1.1.1.1,TLSv1.3,250,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,0.00010015999987444957,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1329,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05,0.030822023999917292
1066,1103,2022.5508098779999,1.1.1.1,Target,TCP,60,443  >  51126 [ACK] Seq=2736 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,598,65535,0,2.8100000690756133e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,250,134,54,1329,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735,4.4080000179747e-05
1067,1104,2022.550890258,1.1.1.1,Target,TCP,60,443  >  51126 [ACK] Seq=2736 Ack=794 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,794,65535,0,8.0380000099467e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,250,134,54,1329,54,1514,60,571,False,True,True,True,False,True,False,False,True,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537,0.00029699400010940735
1068,1105,2022.601951728,1.1.1.1,Target,TLSv1.3,1102,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.05106146999992234,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,250,134,54,1329,54,1514,60,False,False,True,True,True,False,True,False,False,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728,0.0001321100000950537
1069,1106,2022.6021101479998,1.1.1.1,Target,TCP,60,"443  >  51126 [FIN, ACK] Seq=3784 Ack=794 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3784,794,65535,0,0.00015841999993426725,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1102,60,60,250,134,54,1329,54,1514,False,False,False,True,True,True,False,True,False,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05,0.03383466699983728
1070,1107,2022.6024321420002,Target,1.1.1.1,TCP,54,"51126  >  443 [FIN, ACK] Seq=794 Ack=3785 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",794,3785,36920,0,0.00032199400038734893,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1102,60,60,250,134,54,1329,54,False,False,False,False,True,True,True,False,True,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473,2.2279999939200934e-05
1071,1108,2022.6025341179998,1.1.1.1,Target,TCP,60,443  >  51126 [ACK] Seq=3785 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3785,795,65535,0,0.00010197599954153702,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1102,60,60,250,134,54,1329,True,False,False,False,False,True,True,True,False,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05,0.0002529400001094473
1072,1111,2036.6035578079998,Target,1.1.1.1,TCP,74,51128  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1407144304 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,14.001023690000011,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1102,60,60,250,134,54,False,True,False,False,False,False,True,True,True,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297,2.5739999955476378e-05
1073,1112,2036.639932734,1.1.1.1,Target,TCP,60,"443  >  51128 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.036374926000235064,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1102,60,60,250,134,True,False,True,False,False,False,False,True,True,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957,0.0007051489999412297
1074,1113,2036.639979634,Target,1.1.1.1,TCP,54,51128  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.6899999915694934e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1102,60,60,250,False,True,False,True,False,False,False,False,True,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06,0.00010015999987444957
1075,1114,2036.640347069,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00036743500004376983,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1102,60,60,True,False,True,False,True,False,False,False,False,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05,2.8100000690756133e-06
1076,1115,2036.6404587129998,1.1.1.1,Target,TCP,60,443  >  51128 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00011164399984409101,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1102,60,True,True,False,True,False,True,False,False,False,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234,8.0380000099467e-05
1077,1116,2036.679176046,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.03871733300024971,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1102,False,True,True,False,True,False,True,False,False,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725,0.05106146999992234
1078,1117,2036.679200966,Target,1.1.1.1,TCP,54,51128  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.4919999987105257e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893,0.00015841999993426725
1079,1118,2036.679417845,1.1.1.1,Target,TLSv1.3,1331,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00021687899993594328,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702,0.00032199400038734893
1080,1119,2036.679424945,Target,1.1.1.1,TCP,54,51128  >  443 [ACK] Seq=518 Ack=2738 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2738,34080,0,7.099999947968172e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1331,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00021687899993594328,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011,0.00010197599954153702
1081,1120,2036.6798385660002,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.00041362100023434323,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1331,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,7.099999947968172e-06,0.00021687899993594328,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064,14.001023690000011
1082,1121,2036.679924516,Target,1.1.1.1,TLSv1.3,249,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,8.594999985689356e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1331,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.00041362100023434323,7.099999947968172e-06,0.00021687899993594328,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05,0.036374926000235064
1083,1122,2036.680006496,1.1.1.1,Target,TCP,60,443  >  51128 [ACK] Seq=2738 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,598,65535,0,8.198000000447792e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,249,134,54,1331,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,8.594999985689356e-05,0.00041362100023434323,7.099999947968172e-06,0.00021687899993594328,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983,4.6899999915694934e-05
1084,1123,2036.6800282660001,1.1.1.1,Target,TCP,60,443  >  51128 [ACK] Seq=2738 Ack=793 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,793,65535,0,2.1770000103060738e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,249,134,54,1331,54,1514,60,571,False,True,True,True,False,True,False,False,True,8.198000000447792e-05,8.594999985689356e-05,0.00041362100023434323,7.099999947968172e-06,0.00021687899993594328,2.4919999987105257e-05,0.03871733300024971,0.00011164399984409101,0.00036743500004376983
