,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
41,42,0.344027033,1.1.1.1,Target,TLSv1.3,1329,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.0002309100000000286,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545,9.316999999997577e-05,0.03490515700000002,0.00032234899999994404,0.0001819500000000418,0.00032261900000002397
42,43,0.34403498299999996,Target,1.1.1.1,TCP,54,50382  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2736,34080,0,7.949999999978807e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1329,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545,9.316999999997577e-05,0.03490515700000002,0.00032234899999994404,0.0001819500000000418
43,44,0.34473081200000005,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0006958290000000922,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1329,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545,9.316999999997577e-05,0.03490515700000002,0.00032234899999994404
44,45,0.34489546299999996,1.1.1.1,Target,TCP,60,443  >  50382 [ACK] Seq=2736 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,598,65535,0,0.00016465099999990462,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1329,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545,9.316999999997577e-05,0.03490515700000002
45,46,0.344914052,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,1.85890000000688e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1329,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545,9.316999999997577e-05
46,47,0.34508880299999994,1.1.1.1,Target,TCP,60,443  >  50382 [ACK] Seq=2736 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,823,65535,0,0.0001747509999999175,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,279,60,134,54,1329,54,1514,60,571,True,False,True,True,False,True,False,False,True,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726,0.0004974190000000545
47,48,0.39933743,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.05424862700000005,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,279,60,134,54,1329,54,1514,60,False,True,False,True,True,False,True,False,False,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998,0.00020676999999996726
48,49,0.399481165,1.1.1.1,Target,TCP,60,"443  >  50382 [FIN, ACK] Seq=3842 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3842,823,65535,0,0.0001437350000000337,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,279,60,134,54,1329,54,1514,False,False,True,False,True,True,False,True,False,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05,0.04039116199999998
49,50,0.399791064,Target,1.1.1.1,TCP,54,"50382  >  443 [FIN, ACK] Seq=823 Ack=3843 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3843,36920,0,0.00030989899999994686,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,279,60,134,54,1329,54,False,False,False,True,False,True,True,False,True,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286,2.8309999999975854e-05
50,51,0.399969025,1.1.1.1,Target,TCP,60,443  >  50382 [ACK] Seq=3843 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3843,824,65535,0,0.00017796100000000425,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,279,60,134,54,1329,True,False,False,False,True,False,True,True,False,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06,0.0002309100000000286
51,52,0.400280074,Target,1.1.1.1,TCP,74,50384  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403846195 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.0003110490000000077,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1160,60,279,60,134,54,False,True,False,False,False,True,False,True,True,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922,7.949999999978807e-06
52,53,0.427186726,1.1.1.1,Target,TCP,60,"443  >  50384 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.02690665200000003,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1160,60,279,60,134,True,False,True,False,False,False,True,False,True,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462,0.0006958290000000922
53,54,0.427230606,Target,1.1.1.1,TCP,54,50384  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.3879999999996144e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1160,60,279,60,False,True,False,True,False,False,False,True,False,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05,0.00016465099999990462
54,55,0.427553254,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.00032264799999998095,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1160,60,279,True,False,True,False,True,False,False,False,True,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175,1.85890000000688e-05
55,56,0.427657825,1.1.1.1,Target,TCP,60,443  >  50384 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00010457099999999775,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005,0.0001747509999999175
56,57,0.458552079,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.03089425400000001,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337,0.05424862700000005
57,58,0.458595839,Target,1.1.1.1,TCP,54,50384  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,4.3760000000003796e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686,0.0001437350000000337
58,59,0.458974482,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00037864300000001183,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425,0.00030989899999994686
59,60,0.45898000200000005,Target,1.1.1.1,TCP,54,50384  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,5.520000000036607e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077,0.00017796100000000425
60,61,0.45952877299999995,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0005487709999998924,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003,0.0003110490000000077
61,62,0.459648802,1.1.1.1,Target,TCP,60,443  >  50384 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00012002900000007699,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05,0.02690665200000003
62,63,0.459652323,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,3.5209999999508135e-06,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095,4.3879999999996144e-05
63,64,0.459841979,1.1.1.1,Target,TCP,60,443  >  50384 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,0.00018965600000003802,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,279,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775,0.00032264799999998095
64,65,0.5068531310000001,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.047011152000000056,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,279,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001,0.00010457099999999775
65,66,0.50732448,Target,1.1.1.1,TCP,54,"50384  >  443 [FIN, ACK] Seq=823 Ack=3843 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3843,36920,0,0.00047134899999989877,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,279,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05,0.03089425400000001
66,67,0.50782866,Target,1.1.1.1,TCP,74,50386  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403846302 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.0005041800000000762,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,54,1160,60,279,60,134,54,1330,54,True,False,False,True,False,True,True,False,True,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183,4.3760000000003796e-05
67,68,0.509758889,1.1.1.1,Target,TCP,60,"443  >  50384 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00193022899999995,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,54,1160,60,279,60,134,54,1330,True,True,False,False,True,False,True,True,False,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06,0.00037864300000001183
68,69,0.5097685989999999,Target,1.1.1.1,TCP,54,50384  >  443 [ACK] Seq=824 Ack=3844 Win=36920 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],824,3844,36920,0,9.7099999999406e-06,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,54,1160,60,279,60,134,54,False,True,True,False,False,True,False,True,True,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924,5.520000000036607e-06
69,70,0.509775279,1.1.1.1,Target,TCP,60,"[TCP Out-Of-Order] 443  >  50384 [FIN, ACK] Seq=3843 Ack=824 Win=65535 Len=0",False,,,Exfiltration,3,"[TCP Out-Of-Order]   >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,824,65535,0,6.680000000036657e-06,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,54,1160,60,279,60,134,True,False,True,True,False,False,True,False,True,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699,0.0005487709999998924
70,71,0.549037572,1.1.1.1,Target,TCP,60,"443  >  50386 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03926229300000006,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,74,54,1160,60,279,60,False,True,False,True,True,False,False,True,False,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06,0.00012002900000007699
71,72,0.549101202,Target,1.1.1.1,TCP,54,50386  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,6.36299999999812e-05,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,60,60,54,60,74,54,1160,60,279,False,False,True,False,True,True,False,False,True,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802,3.5209999999508135e-06
72,73,0.549578181,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0004769789999999885,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,54,60,60,54,60,74,54,1160,60,True,False,False,True,False,True,True,False,False,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056,0.00018965600000003802
73,74,0.549734771,1.1.1.1,Target,TCP,60,443  >  50386 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.000156590000000012,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,571,54,60,60,54,60,74,54,1160,True,True,False,False,True,False,True,True,False,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877,0.047011152000000056
74,75,0.591333862,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.04159909100000003,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,60,571,54,60,60,54,60,74,54,False,True,True,False,False,True,False,True,True,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762,0.00047134899999989877
75,76,0.591358242,Target,1.1.1.1,TCP,54,50386  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.437999999993501e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,60,54,60,74,False,False,True,True,False,False,True,False,True,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995,0.0005041800000000762
76,77,0.591568822,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00021058000000007127,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,60,54,60,True,False,False,True,True,False,False,True,False,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06,0.00193022899999995
77,78,0.5915770220000001,Target,1.1.1.1,TCP,54,50386  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,8.200000000013752e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,60,54,False,True,False,False,True,True,False,False,True,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06,9.7099999999406e-06
78,79,0.592044581,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.00046755899999995076,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,60,True,False,True,False,False,True,True,False,False,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006,6.680000000036657e-06
79,80,0.5921466710000001,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,0.00010209000000005464,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05,0.03926229300000006
80,81,0.5921866020000001,1.1.1.1,Target,TCP,60,443  >  50386 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,3.9930999999993055e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,279,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885,6.36299999999812e-05
81,82,0.5922835120000001,1.1.1.1,Target,TCP,60,443  >  50386 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,9.69100000000056e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,3.9930999999993055e-05,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012,0.0004769789999999885
82,83,0.6500634670000001,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.057779954999999994,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,9.69100000000056e-05,3.9930999999993055e-05,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003,0.000156590000000012
83,84,0.650226317,1.1.1.1,Target,TCP,60,"443  >  50386 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00016284999999993666,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.057779954999999994,9.69100000000056e-05,3.9930999999993055e-05,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05,0.04159909100000003
84,85,0.650494221,Target,1.1.1.1,TCP,54,"50386  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.0002679039999999855,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00016284999999993666,0.057779954999999994,9.69100000000056e-05,3.9930999999993055e-05,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127,2.437999999993501e-05
85,86,0.650608581,1.1.1.1,Target,TCP,60,443  >  50386 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00011435999999998003,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.0002679039999999855,0.00016284999999993666,0.057779954999999994,9.69100000000056e-05,3.9930999999993055e-05,0.00010209000000005464,0.00046755899999995076,8.200000000013752e-06,0.00021058000000007127
