,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
993,994,338.06478119400003,Target,1.1.1.1,TCP,54,50738  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.219000003833571e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05,0.0400993920000019,10.01108562799999,0.0001265650000163987,0.0003167200000007142,0.0001674610000463872
994,995,338.06507556400004,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,4,Application Data,,,,,,0.00029437000000598346,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05,0.0400993920000019,10.01108562799999,0.0001265650000163987,0.0003167200000007142
995,996,338.065100194,Target,1.1.1.1,TCP,54,50738  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,2.462999998442683e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05,0.0400993920000019,10.01108562799999,0.0001265650000163987
996,997,338.065654023,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,4,"Change Cipher Spec, Application Data",,,,,,0.0005538289999549306,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05,0.0400993920000019,10.01108562799999
997,998,338.065763223,Target,1.1.1.1,TLSv1.3,276,Application Data,True,Linux,Python,Exfiltration,4,Application Data,,,,,,0.00010919999999714491,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05,0.0400993920000019
998,999,338.065794244,1.1.1.1,Target,TCP,60,443  >  50738 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,3.102100004070962e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,276,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683,5.509999999731008e-05
999,1000,338.065910864,1.1.1.1,Target,TCP,60,443  >  50738 [ACK] Seq=2737 Ack=820 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,820,65535,0,0.00011661999997159,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,276,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084,0.00035738000002538683
1000,1001,338.125915288,1.1.1.1,Target,TLSv1.3,1154,"Application Data, Application Data",False,,,Exfiltration,4,"Application Data, Application Data",,,,,,0.060004423999998835,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,276,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335,0.00010298999995939084
1001,1002,338.126054597,1.1.1.1,Target,TCP,60,"443  >  50738 [FIN, ACK] Seq=3837 Ack=820 Win=65535 Len=0",False,,,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3837,820,65535,0,0.00013930900001923874,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1154,60,60,276,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05,0.04251343999999335
1002,1003,338.126354622,Target,1.1.1.1,TCP,54,"50738  >  443 [FIN, ACK] Seq=820 Ack=3838 Win=36920 Len=0",True,Linux,Python,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",820,3838,36920,0,0.00030002500000136934,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1154,60,60,276,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346,2.219000003833571e-05
1003,1004,338.126485182,1.1.1.1,Target,TCP,60,443  >  50738 [ACK] Seq=3838 Ack=821 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3838,821,65535,0,0.00013056000000233325,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1154,60,60,276,134,54,1330,True,False,False,False,False,True,True,True,False,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05,0.00029437000000598346
1004,1005,342.131467423,Target,1.1.1.1,TCP,74,50740  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404266955 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,4,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,4.004982240999993,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1154,60,60,276,134,54,False,True,False,False,False,False,True,True,True,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306,2.462999998442683e-05
1005,1006,342.169647928,1.1.1.1,Target,TCP,60,"443  >  50740 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,4,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03818050500001391,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1154,60,60,276,134,True,False,True,False,False,False,False,True,True,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491,0.0005538289999549306
1006,1007,342.169701528,Target,1.1.1.1,TCP,54,50740  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.3600000001097214e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1154,60,60,276,False,True,False,True,False,False,False,False,True,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05,0.00010919999999714491
1007,1008,342.170145516,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,4,Client Hello,,,,,,0.0004439879999722507,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1154,60,60,True,False,True,False,True,False,False,False,False,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159,3.102100004070962e-05
1008,1009,342.170302118,1.1.1.1,Target,TCP,60,443  >  50740 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0001566020000041135,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1154,60,True,True,False,True,False,True,False,False,False,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835,0.00011661999997159
1009,1010,342.21088868,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,4,"Server Hello, Change Cipher Spec",,,,,,0.040586561999987225,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1154,False,True,True,False,True,False,True,False,False,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874,0.060004423999998835
1010,1011,342.21091414,Target,1.1.1.1,TCP,54,50740  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.5460000017574203e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934,0.00013930900001923874
1011,1012,342.211154815,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,4,Application Data,,,,,,0.00024067499998636777,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325,0.00030002500000136934
1012,1013,342.211179265,Target,1.1.1.1,TCP,54,50740  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,2.445000001216613e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993,0.00013056000000233325
1013,1014,342.211692567,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,4,"Change Cipher Spec, Application Data",,,,,,0.0005133020000016586,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391,4.004982240999993
1014,1015,342.211791327,Target,1.1.1.1,TLSv1.3,264,Application Data,True,Linux,Python,Exfiltration,4,Application Data,,,,,,9.876000001440843e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05,0.03818050500001391
1015,1016,342.211855389,1.1.1.1,Target,TCP,60,443  >  50740 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,6.406199997854856e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,264,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507,5.3600000001097214e-05
1016,1017,342.211897479,1.1.1.1,Target,TCP,60,443  >  50740 [ACK] Seq=2737 Ack=808 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,808,65535,0,4.209000002219909e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,264,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135,0.0004439879999722507
1017,1018,342.272472897,1.1.1.1,Target,TLSv1.3,1130,"Application Data, Application Data",False,,,Exfiltration,4,"Application Data, Application Data",,,,,,0.06057541799998489,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,264,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225,0.0001566020000041135
1018,1019,342.272663557,1.1.1.1,Target,TCP,60,"443  >  50740 [FIN, ACK] Seq=3813 Ack=808 Win=65535 Len=0",False,,,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3813,808,65535,0,0.00019065999998701955,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1130,60,60,264,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05,0.040586561999987225
1019,1020,342.273098895,Target,1.1.1.1,TCP,54,"50740  >  443 [FIN, ACK] Seq=808 Ack=3814 Win=36920 Len=0",True,Linux,Python,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",808,3814,36920,0,0.0004353379999884055,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1130,60,60,264,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777,2.5460000017574203e-05
1020,1021,342.273229927,1.1.1.1,Target,TCP,60,443  >  50740 [ACK] Seq=3814 Ack=809 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3814,809,65535,0,0.000131032000012965,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1130,60,60,264,134,54,1330,True,False,False,False,False,True,True,True,False,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05,0.00024067499998636777
1021,1022,348.275993689,Target,1.1.1.1,TCP,74,50742  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404273099 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,4,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,6.002763762000029,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1130,60,60,264,134,54,False,True,False,False,False,False,True,True,True,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586,2.445000001216613e-05
1022,1023,348.30359807,1.1.1.1,Target,TCP,60,"443  >  50742 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,4,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.027604381000003286,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1130,60,60,264,134,True,False,True,False,False,False,False,True,True,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05,0.0005133020000016586
1023,1024,348.30363483,Target,1.1.1.1,TCP,54,50742  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,3.676000000041313e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1130,60,60,264,False,True,False,True,False,False,False,False,True,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05,9.876000001440843e-05
1024,1025,348.30412226,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,4,Client Hello,,,,,,0.0004874299999642062,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1130,60,60,True,False,True,False,True,False,False,False,False,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05,6.406199997854856e-05
1025,1026,348.305805889,1.1.1.1,Target,TCP,60,443  >  50742 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0016836290000128429,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1130,60,True,True,False,True,False,True,False,False,False,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489,4.209000002219909e-05
1026,1027,348.33553938800003,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,4,"Server Hello, Change Cipher Spec",,,,,,0.02973349900003086,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1130,False,True,True,False,True,False,True,False,False,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955,0.06057541799998489
1027,1028,348.335561528,Target,1.1.1.1,TCP,54,50742  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.2139999998671556e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055,0.00019065999998701955
1028,1029,348.335769088,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,4,Application Data,,,,,,0.0002075599999784572,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965,0.0004353379999884055
1029,1030,348.33577542800003,Target,1.1.1.1,TCP,54,50742  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,6.340000027194037e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029,0.000131032000012965
1030,1031,348.336320488,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,4,"Change Cipher Spec, Application Data",,,,,,0.0005450599999790029,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286,6.002763762000029
1031,1032,348.33643839800004,1.1.1.1,Target,TCP,60,443  >  50742 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00011791000002858709,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05,0.027604381000003286
1032,1033,348.33648169699995,Target,1.1.1.1,TLSv1.3,266,Application Data,True,Linux,Python,Exfiltration,4,Application Data,,,,,,4.3298999912622094e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062,3.676000000041313e-05
1033,1034,348.33659463699996,1.1.1.1,Target,TCP,60,443  >  50742 [ACK] Seq=2737 Ack=810 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,810,65535,0,0.00011294000000816595,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,266,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,4.3298999912622094e-05,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429,0.0004874299999642062
1034,1035,348.392795969,1.1.1.1,Target,TLSv1.3,1134,"Application Data, Application Data",False,,,Exfiltration,4,"Application Data, Application Data",,,,,,0.05620133200005739,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,266,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,0.00011294000000816595,4.3298999912622094e-05,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086,0.0016836290000128429
1035,1036,348.39299139800005,1.1.1.1,Target,TCP,60,"443  >  50742 [FIN, ACK] Seq=3817 Ack=810 Win=65535 Len=0",False,,,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3817,810,65535,0,0.00019542900002988972,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1134,60,266,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.05620133200005739,0.00011294000000816595,4.3298999912622094e-05,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05,0.02973349900003086
1036,1037,348.39333119800006,Target,1.1.1.1,TCP,54,"50742  >  443 [FIN, ACK] Seq=810 Ack=3818 Win=36920 Len=0",True,Linux,Python,Exfiltration,4,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",810,3818,36920,0,0.00033980000000610744,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1134,60,266,60,134,54,1330,54,False,False,False,True,False,True,True,False,True,0.00019542900002988972,0.05620133200005739,0.00011294000000816595,4.3298999912622094e-05,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572,2.2139999998671556e-05
1037,1038,348.393453258,1.1.1.1,Target,TCP,60,443  >  50742 [ACK] Seq=3818 Ack=811 Win=65535 Len=0,False,,,Exfiltration,4,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3818,811,65535,0,0.00012205999996695027,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1134,60,266,60,134,54,1330,True,False,False,False,True,False,True,True,False,0.00033980000000610744,0.00019542900002988972,0.05620133200005739,0.00011294000000816595,4.3298999912622094e-05,0.00011791000002858709,0.0005450599999790029,6.340000027194037e-06,0.0002075599999784572
