"No.","Time","Source","Destination","Protocol","Length","Info"
"1825","610.572936461","10.0.2.15","1.1.1.1","TCP","74","50840  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404535396 TSecr=0 WS=1024"
"1826","610.607762028","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1827","610.607811388","10.0.2.15","1.1.1.1","TCP","54","50840  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1828","610.608110407","10.0.2.15","1.1.1.1","TLSv1.3","571","Client Hello"
"1829","610.608211417","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1830","610.646035441","1.1.1.1","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"1831","610.646057711","10.0.2.15","1.1.1.1","TCP","54","50840  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0"
"1832","610.646258926","1.1.1.1","10.0.2.15","TLSv1.3","1331","Application Data"
"1833","610.646267066","10.0.2.15","1.1.1.1","TCP","54","50840  >  443 [ACK] Seq=518 Ack=2738 Win=34080 Len=0"
"1834","610.646765991","10.0.2.15","1.1.1.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"1835","610.646868601","10.0.2.15","1.1.1.1","TLSv1.3","279","Application Data"
"1836","610.646916101","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [ACK] Seq=2738 Ack=598 Win=65535 Len=0"
"1837","610.646928981","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [ACK] Seq=2738 Ack=823 Win=65535 Len=0"
"1838","610.707939818","1.1.1.1","10.0.2.15","TLSv1.3","1160","Application Data, Application Data"
"1839","610.708141968","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [FIN, ACK] Seq=3844 Ack=823 Win=65535 Len=0"
"1840","610.708403208","10.0.2.15","1.1.1.1","TCP","54","50840  >  443 [FIN, ACK] Seq=823 Ack=3845 Win=36920 Len=0"
"1841","610.708534633","1.1.1.1","10.0.2.15","TCP","60","443  >  50840 [ACK] Seq=3845 Ack=824 Win=65535 Len=0"
"1842","618.722301211","10.0.2.15","1.1.1.1","TCP","74","50842  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404543546 TSecr=0 WS=1024"
"1843","618.757053737","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1844","618.757100287","10.0.2.15","1.1.1.1","TCP","54","50842  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1845","618.757408747","10.0.2.15","1.1.1.1","TLSv1.3","571","Client Hello"
"1846","618.757502367","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1847","618.795218086","1.1.1.1","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"1848","618.795239866","10.0.2.15","1.1.1.1","TCP","54","50842  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0"
"1849","618.795415916","1.1.1.1","10.0.2.15","TLSv1.3","1329","Application Data"
"1850","618.795423226","10.0.2.15","1.1.1.1","TCP","54","50842  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0"
"1851","618.795917390","10.0.2.15","1.1.1.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"1852","618.796020770","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [ACK] Seq=2736 Ack=598 Win=65535 Len=0"
"1853","618.796073580","10.0.2.15","1.1.1.1","TLSv1.3","266","Application Data"
"1854","618.796160125","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [ACK] Seq=2736 Ack=810 Win=65535 Len=0"
"1855","618.850923307","1.1.1.1","10.0.2.15","TLSv1.3","1134","Application Data, Application Data"
"1856","618.851082162","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [FIN, ACK] Seq=3816 Ack=810 Win=65535 Len=0"
"1857","618.851372961","10.0.2.15","1.1.1.1","TCP","54","50842  >  443 [FIN, ACK] Seq=810 Ack=3817 Win=36920 Len=0"
"1858","618.851516857","1.1.1.1","10.0.2.15","TCP","60","443  >  50842 [ACK] Seq=3817 Ack=811 Win=65535 Len=0"
"1859","623.856418944","10.0.2.15","1.1.1.1","TCP","74","50844  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404548680 TSecr=0 WS=1024"
"1860","623.892883184","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1861","623.892930554","10.0.2.15","1.1.1.1","TCP","54","50844  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1862","623.893242658","10.0.2.15","1.1.1.1","TLSv1.3","571","Client Hello"
"1863","623.893379774","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1864","623.931807122","1.1.1.1","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"1865","623.931836062","10.0.2.15","1.1.1.1","TCP","54","50844  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0"
"1866","623.931902692","1.1.1.1","10.0.2.15","TLSv1.3","1330","Application Data"
"1867","623.931926722","10.0.2.15","1.1.1.1","TCP","54","50844  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0"
"1868","623.932712830","10.0.2.15","1.1.1.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"1869","623.932853640","10.0.2.15","1.1.1.1","TLSv1.3","268","Application Data"
"1870","623.932913520","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [ACK] Seq=2737 Ack=598 Win=65535 Len=0"
"1871","623.933036850","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [ACK] Seq=2737 Ack=812 Win=65535 Len=0"
"1872","623.988863688","1.1.1.1","10.0.2.15","TLSv1.3","1138","Application Data, Application Data"
"1873","623.989052102","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [FIN, ACK] Seq=3821 Ack=812 Win=65535 Len=0"
"1874","623.989290071","10.0.2.15","1.1.1.1","TCP","54","50844  >  443 [FIN, ACK] Seq=812 Ack=3822 Win=36920 Len=0"
"1875","623.989441102","1.1.1.1","10.0.2.15","TCP","60","443  >  50844 [ACK] Seq=3822 Ack=813 Win=65535 Len=0"
"1876","631.998254497","10.0.2.15","1.1.1.1","TCP","74","50846  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1404556822 TSecr=0 WS=1024"
"1877","632.033409054","1.1.1.1","10.0.2.15","TCP","60","443  >  50846 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1878","632.033459804","10.0.2.15","1.1.1.1","TCP","54","50846  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1879","632.033798094","10.0.2.15","1.1.1.1","TLSv1.3","571","Client Hello"
"1880","632.033947804","1.1.1.1","10.0.2.15","TCP","60","443  >  50846 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"1881","632.071888343","1.1.1.1","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"1882","632.071913373","10.0.2.15","1.1.1.1","TCP","54","50846  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0"
"1883","632.072083887","1.1.1.1","10.0.2.15","TLSv1.3","1329","Application Data"
"1884","632.072108527","10.0.2.15","1.1.1.1","TCP","54","50846  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0"
"1885","632.072564317","10.0.2.15","1.1.1.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"1886","632.072649327","10.0.2.15","1.1.1.1","TLSv1.3","278","Application Data"
"1887","632.072662426","1.1.1.1","10.0.2.15","TCP","60","443  >  50846 [ACK] Seq=2736 Ack=598 Win=65535 Len=0"
"1888","632.072743082","1.1.1.1","10.0.2.15","TCP","60","443  >  50846 [ACK] Seq=2736 Ack=822 Win=65535 Len=0"
"1889","632.127762379","1.1.1.1","10.0.2.15","TLSv1.3","1158","Application Data, Application Data"
"1890","632.127835799","1.1.1.1","10.0.2.15","TCP","60","443  >  50846 [FIN, ACK] Seq=3840 Ack=822 Win=65535 Len=0"
